"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"04/11/2021 10:00:00 - 04/11/2021 11:00:00","BZN|PL","Without Sequence","131.49","",""
"04/11/2021 11:00:00 - 04/11/2021 12:00:00","BZN|PL","Without Sequence","130.50","",""
"04/11/2021 12:00:00 - 04/11/2021 13:00:00","BZN|PL","Without Sequence","123.91","",""
"04/11/2021 13:00:00 - 04/11/2021 14:00:00","BZN|PL","Without Sequence","111.12","",""
"04/11/2021 14:00:00 - 04/11/2021 15:00:00","BZN|PL","Without Sequence","107.77","",""
"04/11/2021 15:00:00 - 04/11/2021 16:00:00","BZN|PL","Without Sequence","111.79","",""
"04/11/2021 16:00:00 - 04/11/2021 17:00:00","BZN|PL","Without Sequence","125.04","",""
"04/11/2021 17:00:00 - 04/11/2021 18:00:00","BZN|PL","Without Sequence","127.24","",""
"04/11/2021 18:00:00 - 04/11/2021 19:00:00","BZN|PL","Without Sequence","117.21","",""
"04/11/2021 19:00:00 - 04/11/2021 20:00:00","BZN|PL","Without Sequence","102.29","",""
"04/11/2021 20:00:00 - 04/11/2021 21:00:00","BZN|PL","Without Sequence","86.35","",""
"04/11/2021 21:00:00 - 04/11/2021 22:00:00","BZN|PL","Without Sequence","83.72","",""
"04/11/2021 22:00:00 - 04/11/2021 23:00:00","BZN|PL","Without Sequence","82.63","",""
"04/11/2021 23:00:00 - 05/11/2021 00:00:00","BZN|PL","Without Sequence","74.65","",""
"05/11/2021 00:00:00 - 05/11/2021 01:00:00","BZN|PL","Without Sequence","69.36","",""
"05/11/2021 01:00:00 - 05/11/2021 02:00:00","BZN|PL","Without Sequence","64.51","",""
"05/11/2021 02:00:00 - 05/11/2021 03:00:00","BZN|PL","Without Sequence","60.25","",""
"05/11/2021 03:00:00 - 05/11/2021 04:00:00","BZN|PL","Without Sequence","60.76","",""
"05/11/2021 04:00:00 - 05/11/2021 05:00:00","BZN|PL","Without Sequence","61.63","",""
"05/11/2021 05:00:00 - 05/11/2021 06:00:00","BZN|PL","Without Sequence","64.30","",""
"05/11/2021 06:00:00 - 05/11/2021 07:00:00","BZN|PL","Without Sequence","88.32","",""
"05/11/2021 07:00:00 - 05/11/2021 08:00:00","BZN|PL","Without Sequence","85.22","",""
"05/11/2021 08:00:00 - 05/11/2021 09:00:00","BZN|PL","Without Sequence","102.41","",""
"05/11/2021 09:00:00 - 05/11/2021 10:00:00","BZN|PL","Without Sequence","100.53","",""
"05/11/2021 10:00:00 - 05/11/2021 11:00:00","BZN|PL","Without Sequence","97.25","",""
"05/11/2021 11:00:00 - 05/11/2021 12:00:00","BZN|PL","Without Sequence","87.10","",""
"05/11/2021 12:00:00 - 05/11/2021 13:00:00","BZN|PL","Without Sequence","87.55","",""
"05/11/2021 13:00:00 - 05/11/2021 14:00:00","BZN|PL","Without Sequence","85.21","",""
"05/11/2021 14:00:00 - 05/11/2021 15:00:00","BZN|PL","Without Sequence","85.10","",""
"05/11/2021 15:00:00 - 05/11/2021 16:00:00","BZN|PL","Without Sequence","85.57","",""
"05/11/2021 16:00:00 - 05/11/2021 17:00:00","BZN|PL","Without Sequence","87.97","",""
"05/11/2021 17:00:00 - 05/11/2021 18:00:00","BZN|PL","Without Sequence","92.57","",""
"05/11/2021 18:00:00 - 05/11/2021 19:00:00","BZN|PL","Without Sequence","96.21","",""
"05/11/2021 19:00:00 - 05/11/2021 20:00:00","BZN|PL","Without Sequence","88.06","",""
"05/11/2021 20:00:00 - 05/11/2021 21:00:00","BZN|PL","Without Sequence","87.97","",""
"05/11/2021 21:00:00 - 05/11/2021 22:00:00","BZN|PL","Without Sequence","95.39","",""
"05/11/2021 22:00:00 - 05/11/2021 23:00:00","BZN|PL","Without Sequence","97.85","",""
"05/11/2021 23:00:00 - 06/11/2021 00:00:00","BZN|PL","Without Sequence","81.77","",""
"06/11/2021 00:00:00 - 06/11/2021 01:00:00","BZN|PL","Without Sequence","73.21","",""
"06/11/2021 01:00:00 - 06/11/2021 02:00:00","BZN|PL","Without Sequence","62.44","",""
"06/11/2021 02:00:00 - 06/11/2021 03:00:00","BZN|PL","Without Sequence","61.83","",""
"06/11/2021 03:00:00 - 06/11/2021 04:00:00","BZN|PL","Without Sequence","62.48","",""
"06/11/2021 04:00:00 - 06/11/2021 05:00:00","BZN|PL","Without Sequence","62.93","",""
"06/11/2021 05:00:00 - 06/11/2021 06:00:00","BZN|PL","Without Sequence","65.13","",""
"06/11/2021 06:00:00 - 06/11/2021 07:00:00","BZN|PL","Without Sequence","74.72","",""
"06/11/2021 07:00:00 - 06/11/2021 08:00:00","BZN|PL","Without Sequence","78.02","",""
"06/11/2021 08:00:00 - 06/11/2021 09:00:00","BZN|PL","Without Sequence","85.28","",""
"06/11/2021 09:00:00 - 06/11/2021 10:00:00","BZN|PL","Without Sequence","88.20","",""
"06/11/2021 10:00:00 - 06/11/2021 11:00:00","BZN|PL","Without Sequence","81.50","",""
"06/11/2021 11:00:00 - 06/11/2021 12:00:00","BZN|PL","Without Sequence","80.01","",""
"06/11/2021 12:00:00 - 06/11/2021 13:00:00","BZN|PL","Without Sequence","66.73","",""
"06/11/2021 13:00:00 - 06/11/2021 14:00:00","BZN|PL","Without Sequence","72.12","",""
"06/11/2021 14:00:00 - 06/11/2021 15:00:00","BZN|PL","Without Sequence","76.45","",""
"06/11/2021 15:00:00 - 06/11/2021 16:00:00","BZN|PL","Without Sequence","80.01","",""
"06/11/2021 16:00:00 - 06/11/2021 17:00:00","BZN|PL","Without Sequence","87.89","",""
"06/11/2021 17:00:00 - 06/11/2021 18:00:00","BZN|PL","Without Sequence","105.00","",""
"06/11/2021 18:00:00 - 06/11/2021 19:00:00","BZN|PL","Without Sequence","87.69","",""
"06/11/2021 19:00:00 - 06/11/2021 20:00:00","BZN|PL","Without Sequence","87.47","",""
"06/11/2021 20:00:00 - 06/11/2021 21:00:00","BZN|PL","Without Sequence","66.75","",""
"06/11/2021 21:00:00 - 06/11/2021 22:00:00","BZN|PL","Without Sequence","65.71","",""
"06/11/2021 22:00:00 - 06/11/2021 23:00:00","BZN|PL","Without Sequence","62.34","",""
"06/11/2021 23:00:00 - 07/11/2021 00:00:00","BZN|PL","Without Sequence","58.06","",""
"07/11/2021 00:00:00 - 07/11/2021 01:00:00","BZN|PL","Without Sequence","51.65","",""
"07/11/2021 01:00:00 - 07/11/2021 02:00:00","BZN|PL","Without Sequence","42.37","",""
"07/11/2021 02:00:00 - 07/11/2021 03:00:00","BZN|PL","Without Sequence","32.69","",""
"07/11/2021 03:00:00 - 07/11/2021 04:00:00","BZN|PL","Without Sequence","25.43","",""
"07/11/2021 04:00:00 - 07/11/2021 05:00:00","BZN|PL","Without Sequence","24.12","",""
"07/11/2021 05:00:00 - 07/11/2021 06:00:00","BZN|PL","Without Sequence","24.37","",""
"07/11/2021 06:00:00 - 07/11/2021 07:00:00","BZN|PL","Without Sequence","28.13","",""
"07/11/2021 07:00:00 - 07/11/2021 08:00:00","BZN|PL","Without Sequence","37.20","",""
"07/11/2021 08:00:00 - 07/11/2021 09:00:00","BZN|PL","Without Sequence","47.81","",""
"07/11/2021 09:00:00 - 07/11/2021 10:00:00","BZN|PL","Without Sequence","47.27","",""
"07/11/2021 10:00:00 - 07/11/2021 11:00:00","BZN|PL","Without Sequence","48.02","",""
"07/11/2021 11:00:00 - 07/11/2021 12:00:00","BZN|PL","Without Sequence","49.47","",""
"07/11/2021 12:00:00 - 07/11/2021 13:00:00","BZN|PL","Without Sequence","58.45","",""
"07/11/2021 13:00:00 - 07/11/2021 14:00:00","BZN|PL","Without Sequence","59.77","",""
"07/11/2021 14:00:00 - 07/11/2021 15:00:00","BZN|PL","Without Sequence","59.12","",""
"07/11/2021 15:00:00 - 07/11/2021 16:00:00","BZN|PL","Without Sequence","62.57","",""
"07/11/2021 16:00:00 - 07/11/2021 17:00:00","BZN|PL","Without Sequence","73.85","",""
"07/11/2021 17:00:00 - 07/11/2021 18:00:00","BZN|PL","Without Sequence","83.85","",""
"07/11/2021 18:00:00 - 07/11/2021 19:00:00","BZN|PL","Without Sequence","78.91","",""
"07/11/2021 19:00:00 - 07/11/2021 20:00:00","BZN|PL","Without Sequence","77.90","",""
"07/11/2021 20:00:00 - 07/11/2021 21:00:00","BZN|PL","Without Sequence","74.58","",""
"07/11/2021 21:00:00 - 07/11/2021 22:00:00","BZN|PL","Without Sequence","72.86","",""
"07/11/2021 22:00:00 - 07/11/2021 23:00:00","BZN|PL","Without Sequence","71.34","",""
"07/11/2021 23:00:00 - 08/11/2021 00:00:00","BZN|PL","Without Sequence","65.77","",""
"08/11/2021 00:00:00 - 08/11/2021 01:00:00","BZN|PL","Without Sequence","55.39","",""
"08/11/2021 01:00:00 - 08/11/2021 02:00:00","BZN|PL","Without Sequence","57.94","",""
"08/11/2021 02:00:00 - 08/11/2021 03:00:00","BZN|PL","Without Sequence","62.95","",""
"08/11/2021 03:00:00 - 08/11/2021 04:00:00","BZN|PL","Without Sequence","60.00","",""
"08/11/2021 04:00:00 - 08/11/2021 05:00:00","BZN|PL","Without Sequence","60.92","",""
"08/11/2021 05:00:00 - 08/11/2021 06:00:00","BZN|PL","Without Sequence","74.97","",""
"08/11/2021 06:00:00 - 08/11/2021 07:00:00","BZN|PL","Without Sequence","109.02","",""
"08/11/2021 07:00:00 - 08/11/2021 08:00:00","BZN|PL","Without Sequence","114.91","",""
"08/11/2021 08:00:00 - 08/11/2021 09:00:00","BZN|PL","Without Sequence","130.66","",""
"08/11/2021 09:00:00 - 08/11/2021 10:00:00","BZN|PL","Without Sequence","130.66","",""
"08/11/2021 10:00:00 - 08/11/2021 11:00:00","BZN|PL","Without Sequence","125.06","",""
"08/11/2021 11:00:00 - 08/11/2021 12:00:00","BZN|PL","Without Sequence","130.66","",""
"08/11/2021 12:00:00 - 08/11/2021 13:00:00","BZN|PL","Without Sequence","130.66","",""
"08/11/2021 13:00:00 - 08/11/2021 14:00:00","BZN|PL","Without Sequence","133.10","",""
"08/11/2021 14:00:00 - 08/11/2021 15:00:00","BZN|PL","Without Sequence","134.13","",""
"08/11/2021 15:00:00 - 08/11/2021 16:00:00","BZN|PL","Without Sequence","141.55","",""
"08/11/2021 16:00:00 - 08/11/2021 17:00:00","BZN|PL","Without Sequence","176.49","",""
"08/11/2021 17:00:00 - 08/11/2021 18:00:00","BZN|PL","Without Sequence","174.26","",""
"08/11/2021 18:00:00 - 08/11/2021 19:00:00","BZN|PL","Without Sequence","177.98","",""
"08/11/2021 19:00:00 - 08/11/2021 20:00:00","BZN|PL","Without Sequence","174.18","",""
"08/11/2021 20:00:00 - 08/11/2021 21:00:00","BZN|PL","Without Sequence","141.56","",""
"08/11/2021 21:00:00 - 08/11/2021 22:00:00","BZN|PL","Without Sequence","119.77","",""
"08/11/2021 22:00:00 - 08/11/2021 23:00:00","BZN|PL","Without Sequence","120.36","",""
"08/11/2021 23:00:00 - 09/11/2021 00:00:00","BZN|PL","Without Sequence","119.77","",""
"09/11/2021 00:00:00 - 09/11/2021 01:00:00","BZN|PL","Without Sequence","97.94","",""
"09/11/2021 01:00:00 - 09/11/2021 02:00:00","BZN|PL","Without Sequence","96.68","",""
"09/11/2021 02:00:00 - 09/11/2021 03:00:00","BZN|PL","Without Sequence","92.20","",""
"09/11/2021 03:00:00 - 09/11/2021 04:00:00","BZN|PL","Without Sequence","92.00","",""
"09/11/2021 04:00:00 - 09/11/2021 05:00:00","BZN|PL","Without Sequence","95.45","",""
"09/11/2021 05:00:00 - 09/11/2021 06:00:00","BZN|PL","Without Sequence","105.61","",""
"09/11/2021 06:00:00 - 09/11/2021 07:00:00","BZN|PL","Without Sequence","134.93","",""
"09/11/2021 07:00:00 - 09/11/2021 08:00:00","BZN|PL","Without Sequence","132.79","",""
"09/11/2021 08:00:00 - 09/11/2021 09:00:00","BZN|PL","Without Sequence","152.34","",""
"09/11/2021 09:00:00 - 09/11/2021 10:00:00","BZN|PL","Without Sequence","147.24","",""
"09/11/2021 10:00:00 - 09/11/2021 11:00:00","BZN|PL","Without Sequence","130.09","",""
"09/11/2021 11:00:00 - 09/11/2021 12:00:00","BZN|PL","Without Sequence","128.49","",""
"09/11/2021 12:00:00 - 09/11/2021 13:00:00","BZN|PL","Without Sequence","120.08","",""
"09/11/2021 13:00:00 - 09/11/2021 14:00:00","BZN|PL","Without Sequence","127.46","",""
"09/11/2021 14:00:00 - 09/11/2021 15:00:00","BZN|PL","Without Sequence","135.26","",""
"09/11/2021 15:00:00 - 09/11/2021 16:00:00","BZN|PL","Without Sequence","144.22","",""
"09/11/2021 16:00:00 - 09/11/2021 17:00:00","BZN|PL","Without Sequence","161.70","",""
"09/11/2021 17:00:00 - 09/11/2021 18:00:00","BZN|PL","Without Sequence","160.70","",""
"09/11/2021 18:00:00 - 09/11/2021 19:00:00","BZN|PL","Without Sequence","155.83","",""
"09/11/2021 19:00:00 - 09/11/2021 20:00:00","BZN|PL","Without Sequence","137.17","",""
"09/11/2021 20:00:00 - 09/11/2021 21:00:00","BZN|PL","Without Sequence","126.68","",""
"09/11/2021 21:00:00 - 09/11/2021 22:00:00","BZN|PL","Without Sequence","113.16","",""
"09/11/2021 22:00:00 - 09/11/2021 23:00:00","BZN|PL","Without Sequence","109.85","",""
"09/11/2021 23:00:00 - 10/11/2021 00:00:00","BZN|PL","Without Sequence","97.70","",""
"10/11/2021 00:00:00 - 10/11/2021 01:00:00","BZN|PL","Without Sequence","80.52","",""
"10/11/2021 01:00:00 - 10/11/2021 02:00:00","BZN|PL","Without Sequence","77.36","",""
"10/11/2021 02:00:00 - 10/11/2021 03:00:00","BZN|PL","Without Sequence","77.60","",""
"10/11/2021 03:00:00 - 10/11/2021 04:00:00","BZN|PL","Without Sequence","78.31","",""
"10/11/2021 04:00:00 - 10/11/2021 05:00:00","BZN|PL","Without Sequence","76.85","",""
"10/11/2021 05:00:00 - 10/11/2021 06:00:00","BZN|PL","Without Sequence","84.80","",""
"10/11/2021 06:00:00 - 10/11/2021 07:00:00","BZN|PL","Without Sequence","113.21","",""
"10/11/2021 07:00:00 - 10/11/2021 08:00:00","BZN|PL","Without Sequence","123.34","",""
"10/11/2021 08:00:00 - 10/11/2021 09:00:00","BZN|PL","Without Sequence","132.06","",""
"10/11/2021 09:00:00 - 10/11/2021 10:00:00","BZN|PL","Without Sequence","123.75","",""
"10/11/2021 10:00:00 - 10/11/2021 11:00:00","BZN|PL","Without Sequence","120.68","",""
"10/11/2021 11:00:00 - 10/11/2021 12:00:00","BZN|PL","Without Sequence","129.62","",""
"10/11/2021 12:00:00 - 10/11/2021 13:00:00","BZN|PL","Without Sequence","128.35","",""
"10/11/2021 13:00:00 - 10/11/2021 14:00:00","BZN|PL","Without Sequence","135.53","",""
"10/11/2021 14:00:00 - 10/11/2021 15:00:00","BZN|PL","Without Sequence","150.07","",""
"10/11/2021 15:00:00 - 10/11/2021 16:00:00","BZN|PL","Without Sequence","161.12","",""
"10/11/2021 16:00:00 - 10/11/2021 17:00:00","BZN|PL","Without Sequence","158.63","",""
"10/11/2021 17:00:00 - 10/11/2021 18:00:00","BZN|PL","Without Sequence","163.79","",""
"10/11/2021 18:00:00 - 10/11/2021 19:00:00","BZN|PL","Without Sequence","165.69","",""
"10/11/2021 19:00:00 - 10/11/2021 20:00:00","BZN|PL","Without Sequence","158.94","",""
"10/11/2021 20:00:00 - 10/11/2021 21:00:00","BZN|PL","Without Sequence","133.30","",""
"10/11/2021 21:00:00 - 10/11/2021 22:00:00","BZN|PL","Without Sequence","111.04","",""
"10/11/2021 22:00:00 - 10/11/2021 23:00:00","BZN|PL","Without Sequence","109.54","",""
"10/11/2021 23:00:00 - 11/11/2021 00:00:00","BZN|PL","Without Sequence","94.23","",""
"11/11/2021 00:00:00 - 11/11/2021 01:00:00","BZN|PL","Without Sequence","96.26","",""
"11/11/2021 01:00:00 - 11/11/2021 02:00:00","BZN|PL","Without Sequence","94.08","",""
"11/11/2021 02:00:00 - 11/11/2021 03:00:00","BZN|PL","Without Sequence","88.95","",""
"11/11/2021 03:00:00 - 11/11/2021 04:00:00","BZN|PL","Without Sequence","86.40","",""
"11/11/2021 04:00:00 - 11/11/2021 05:00:00","BZN|PL","Without Sequence","83.27","",""
"11/11/2021 05:00:00 - 11/11/2021 06:00:00","BZN|PL","Without Sequence","90.04","",""
"11/11/2021 06:00:00 - 11/11/2021 07:00:00","BZN|PL","Without Sequence","100.04","",""
"11/11/2021 07:00:00 - 11/11/2021 08:00:00","BZN|PL","Without Sequence","125.54","",""
"11/11/2021 08:00:00 - 11/11/2021 09:00:00","BZN|PL","Without Sequence","143.52","",""
"11/11/2021 09:00:00 - 11/11/2021 10:00:00","BZN|PL","Without Sequence","146.28","",""
"11/11/2021 10:00:00 - 11/11/2021 11:00:00","BZN|PL","Without Sequence","143.52","",""
"11/11/2021 11:00:00 - 11/11/2021 12:00:00","BZN|PL","Without Sequence","139.03","",""
"11/11/2021 12:00:00 - 11/11/2021 13:00:00","BZN|PL","Without Sequence","145.09","",""
"11/11/2021 13:00:00 - 11/11/2021 14:00:00","BZN|PL","Without Sequence","150.06","",""
"11/11/2021 14:00:00 - 11/11/2021 15:00:00","BZN|PL","Without Sequence","151.70","",""
"11/11/2021 15:00:00 - 11/11/2021 16:00:00","BZN|PL","Without Sequence","156.55","",""
"11/11/2021 16:00:00 - 11/11/2021 17:00:00","BZN|PL","Without Sequence","162.22","",""
"11/11/2021 17:00:00 - 11/11/2021 18:00:00","BZN|PL","Without Sequence","154.93","",""
"11/11/2021 18:00:00 - 11/11/2021 19:00:00","BZN|PL","Without Sequence","156.53","",""
"11/11/2021 19:00:00 - 11/11/2021 20:00:00","BZN|PL","Without Sequence","150.68","",""
"11/11/2021 20:00:00 - 11/11/2021 21:00:00","BZN|PL","Without Sequence","141.52","",""
"11/11/2021 21:00:00 - 11/11/2021 22:00:00","BZN|PL","Without Sequence","97.50","",""
"11/11/2021 22:00:00 - 11/11/2021 23:00:00","BZN|PL","Without Sequence","90.50","",""
"11/11/2021 23:00:00 - 12/11/2021 00:00:00","BZN|PL","Without Sequence","82.75","",""
"12/11/2021 00:00:00 - 12/11/2021 01:00:00","BZN|PL","Without Sequence","91.93","",""
"12/11/2021 01:00:00 - 12/11/2021 02:00:00","BZN|PL","Without Sequence","87.75","",""
"12/11/2021 02:00:00 - 12/11/2021 03:00:00","BZN|PL","Without Sequence","86.89","",""
"12/11/2021 03:00:00 - 12/11/2021 04:00:00","BZN|PL","Without Sequence","87.69","",""
"12/11/2021 04:00:00 - 12/11/2021 05:00:00","BZN|PL","Without Sequence","101.10","",""
"12/11/2021 05:00:00 - 12/11/2021 06:00:00","BZN|PL","Without Sequence","98.61","",""
"12/11/2021 06:00:00 - 12/11/2021 07:00:00","BZN|PL","Without Sequence","114.81","",""
"12/11/2021 07:00:00 - 12/11/2021 08:00:00","BZN|PL","Without Sequence","106.26","",""
"12/11/2021 08:00:00 - 12/11/2021 09:00:00","BZN|PL","Without Sequence","119.37","",""
"12/11/2021 09:00:00 - 12/11/2021 10:00:00","BZN|PL","Without Sequence","128.92","",""
"12/11/2021 10:00:00 - 12/11/2021 11:00:00","BZN|PL","Without Sequence","119.38","",""
"12/11/2021 11:00:00 - 12/11/2021 12:00:00","BZN|PL","Without Sequence","130.09","",""
"12/11/2021 12:00:00 - 12/11/2021 13:00:00","BZN|PL","Without Sequence","133.35","",""
"12/11/2021 13:00:00 - 12/11/2021 14:00:00","BZN|PL","Without Sequence","138.03","",""
"12/11/2021 14:00:00 - 12/11/2021 15:00:00","BZN|PL","Without Sequence","138.28","",""
"12/11/2021 15:00:00 - 12/11/2021 16:00:00","BZN|PL","Without Sequence","158.30","",""
"12/11/2021 16:00:00 - 12/11/2021 17:00:00","BZN|PL","Without Sequence","185.09","",""
"12/11/2021 17:00:00 - 12/11/2021 18:00:00","BZN|PL","Without Sequence","186.47","",""
"12/11/2021 18:00:00 - 12/11/2021 19:00:00","BZN|PL","Without Sequence","175.63","",""
"12/11/2021 19:00:00 - 12/11/2021 20:00:00","BZN|PL","Without Sequence","145.19","",""
"12/11/2021 20:00:00 - 12/11/2021 21:00:00","BZN|PL","Without Sequence","118.52","",""
"12/11/2021 21:00:00 - 12/11/2021 22:00:00","BZN|PL","Without Sequence","100.17","",""
"12/11/2021 22:00:00 - 12/11/2021 23:00:00","BZN|PL","Without Sequence","109.54","",""
"12/11/2021 23:00:00 - 13/11/2021 00:00:00","BZN|PL","Without Sequence","91.42","",""
"13/11/2021 00:00:00 - 13/11/2021 01:00:00","BZN|PL","Without Sequence","99.00","",""
"13/11/2021 01:00:00 - 13/11/2021 02:00:00","BZN|PL","Without Sequence","92.65","",""
"13/11/2021 02:00:00 - 13/11/2021 03:00:00","BZN|PL","Without Sequence","97.00","",""
"13/11/2021 03:00:00 - 13/11/2021 04:00:00","BZN|PL","Without Sequence","107.02","",""
"13/11/2021 04:00:00 - 13/11/2021 05:00:00","BZN|PL","Without Sequence","107.79","",""
"13/11/2021 05:00:00 - 13/11/2021 06:00:00","BZN|PL","Without Sequence","99.36","",""
"13/11/2021 06:00:00 - 13/11/2021 07:00:00","BZN|PL","Without Sequence","108.21","",""
"13/11/2021 07:00:00 - 13/11/2021 08:00:00","BZN|PL","Without Sequence","122.18","",""
"13/11/2021 08:00:00 - 13/11/2021 09:00:00","BZN|PL","Without Sequence","129.34","",""
"13/11/2021 09:00:00 - 13/11/2021 10:00:00","BZN|PL","Without Sequence","126.47","",""
"13/11/2021 10:00:00 - 13/11/2021 11:00:00","BZN|PL","Without Sequence","125.57","",""
"13/11/2021 11:00:00 - 13/11/2021 12:00:00","BZN|PL","Without Sequence","129.52","",""
"13/11/2021 12:00:00 - 13/11/2021 13:00:00","BZN|PL","Without Sequence","134.16","",""
"13/11/2021 13:00:00 - 13/11/2021 14:00:00","BZN|PL","Without Sequence","138.93","",""
"13/11/2021 14:00:00 - 13/11/2021 15:00:00","BZN|PL","Without Sequence","140.13","",""
"13/11/2021 15:00:00 - 13/11/2021 16:00:00","BZN|PL","Without Sequence","140.25","",""
"13/11/2021 16:00:00 - 13/11/2021 17:00:00","BZN|PL","Without Sequence","180.60","",""
"13/11/2021 17:00:00 - 13/11/2021 18:00:00","BZN|PL","Without Sequence","202.09","",""
"13/11/2021 18:00:00 - 13/11/2021 19:00:00","BZN|PL","Without Sequence","194.45","",""
"13/11/2021 19:00:00 - 13/11/2021 20:00:00","BZN|PL","Without Sequence","199.34","",""
"13/11/2021 20:00:00 - 13/11/2021 21:00:00","BZN|PL","Without Sequence","148.10","",""
"13/11/2021 21:00:00 - 13/11/2021 22:00:00","BZN|PL","Without Sequence","120.88","",""
"13/11/2021 22:00:00 - 13/11/2021 23:00:00","BZN|PL","Without Sequence","120.87","",""
"13/11/2021 23:00:00 - 14/11/2021 00:00:00","BZN|PL","Without Sequence","106.71","",""
"14/11/2021 00:00:00 - 14/11/2021 01:00:00","BZN|PL","Without Sequence","103.38","",""
"14/11/2021 01:00:00 - 14/11/2021 02:00:00","BZN|PL","Without Sequence","95.44","",""
"14/11/2021 02:00:00 - 14/11/2021 03:00:00","BZN|PL","Without Sequence","92.10","",""
"14/11/2021 03:00:00 - 14/11/2021 04:00:00","BZN|PL","Without Sequence","90.85","",""
"14/11/2021 04:00:00 - 14/11/2021 05:00:00","BZN|PL","Without Sequence","90.85","",""
"14/11/2021 05:00:00 - 14/11/2021 06:00:00","BZN|PL","Without Sequence","91.60","",""
"14/11/2021 06:00:00 - 14/11/2021 07:00:00","BZN|PL","Without Sequence","94.53","",""
"14/11/2021 07:00:00 - 14/11/2021 08:00:00","BZN|PL","Without Sequence","90.86","",""
"14/11/2021 08:00:00 - 14/11/2021 09:00:00","BZN|PL","Without Sequence","105.59","",""
"14/11/2021 09:00:00 - 14/11/2021 10:00:00","BZN|PL","Without Sequence","116.09","",""
"14/11/2021 10:00:00 - 14/11/2021 11:00:00","BZN|PL","Without Sequence","126.43","",""
"14/11/2021 11:00:00 - 14/11/2021 12:00:00","BZN|PL","Without Sequence","127.29","",""
"14/11/2021 12:00:00 - 14/11/2021 13:00:00","BZN|PL","Without Sequence","128.79","",""
"14/11/2021 13:00:00 - 14/11/2021 14:00:00","BZN|PL","Without Sequence","131.08","",""
"14/11/2021 14:00:00 - 14/11/2021 15:00:00","BZN|PL","Without Sequence","132.40","",""
"14/11/2021 15:00:00 - 14/11/2021 16:00:00","BZN|PL","Without Sequence","134.83","",""
"14/11/2021 16:00:00 - 14/11/2021 17:00:00","BZN|PL","Without Sequence","147.75","",""
"14/11/2021 17:00:00 - 14/11/2021 18:00:00","BZN|PL","Without Sequence","154.72","",""
"14/11/2021 18:00:00 - 14/11/2021 19:00:00","BZN|PL","Without Sequence","153.78","",""
"14/11/2021 19:00:00 - 14/11/2021 20:00:00","BZN|PL","Without Sequence","145.71","",""
"14/11/2021 20:00:00 - 14/11/2021 21:00:00","BZN|PL","Without Sequence","130.95","",""
"14/11/2021 21:00:00 - 14/11/2021 22:00:00","BZN|PL","Without Sequence","109.48","",""
"14/11/2021 22:00:00 - 14/11/2021 23:00:00","BZN|PL","Without Sequence","97.02","",""
"14/11/2021 23:00:00 - 15/11/2021 00:00:00","BZN|PL","Without Sequence","103.17","",""
"15/11/2021 00:00:00 - 15/11/2021 01:00:00","BZN|PL","Without Sequence","96.31","",""
"15/11/2021 01:00:00 - 15/11/2021 02:00:00","BZN|PL","Without Sequence","93.33","",""
"15/11/2021 02:00:00 - 15/11/2021 03:00:00","BZN|PL","Without Sequence","89.25","",""
"15/11/2021 03:00:00 - 15/11/2021 04:00:00","BZN|PL","Without Sequence","91.75","",""
"15/11/2021 04:00:00 - 15/11/2021 05:00:00","BZN|PL","Without Sequence","90.51","",""
"15/11/2021 05:00:00 - 15/11/2021 06:00:00","BZN|PL","Without Sequence","93.95","",""
"15/11/2021 06:00:00 - 15/11/2021 07:00:00","BZN|PL","Without Sequence","125.00","",""
"15/11/2021 07:00:00 - 15/11/2021 08:00:00","BZN|PL","Without Sequence","99.25","",""
"15/11/2021 08:00:00 - 15/11/2021 09:00:00","BZN|PL","Without Sequence","123.94","",""
"15/11/2021 09:00:00 - 15/11/2021 10:00:00","BZN|PL","Without Sequence","125.00","",""
"15/11/2021 10:00:00 - 15/11/2021 11:00:00","BZN|PL","Without Sequence","112.93","",""
"15/11/2021 11:00:00 - 15/11/2021 12:00:00","BZN|PL","Without Sequence","124.15","",""
"15/11/2021 12:00:00 - 15/11/2021 13:00:00","BZN|PL","Without Sequence","125.05","",""
"15/11/2021 13:00:00 - 15/11/2021 14:00:00","BZN|PL","Without Sequence","126.25","",""
"15/11/2021 14:00:00 - 15/11/2021 15:00:00","BZN|PL","Without Sequence","125.14","",""
"15/11/2021 15:00:00 - 15/11/2021 16:00:00","BZN|PL","Without Sequence","133.69","",""
"15/11/2021 16:00:00 - 15/11/2021 17:00:00","BZN|PL","Without Sequence","164.76","",""
"15/11/2021 17:00:00 - 15/11/2021 18:00:00","BZN|PL","Without Sequence","166.09","",""
"15/11/2021 18:00:00 - 15/11/2021 19:00:00","BZN|PL","Without Sequence","134.37","",""
"15/11/2021 19:00:00 - 15/11/2021 20:00:00","BZN|PL","Without Sequence","128.70","",""
"15/11/2021 20:00:00 - 15/11/2021 21:00:00","BZN|PL","Without Sequence","103.40","",""
"15/11/2021 21:00:00 - 15/11/2021 22:00:00","BZN|PL","Without Sequence","102.31","",""
"15/11/2021 22:00:00 - 15/11/2021 23:00:00","BZN|PL","Without Sequence","120.59","",""
"15/11/2021 23:00:00 - 16/11/2021 00:00:00","BZN|PL","Without Sequence","94.95","",""
