"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/08/2020 12:00:00 - 06/08/2020 13:00:00","BZN|PL","Without Sequence","68.09","",""
"06/08/2020 13:00:00 - 06/08/2020 14:00:00","BZN|PL","Without Sequence","67.02","",""
"06/08/2020 14:00:00 - 06/08/2020 15:00:00","BZN|PL","Without Sequence","61.88","",""
"06/08/2020 15:00:00 - 06/08/2020 16:00:00","BZN|PL","Without Sequence","61.37","",""
"06/08/2020 16:00:00 - 06/08/2020 17:00:00","BZN|PL","Without Sequence","57.67","",""
"06/08/2020 17:00:00 - 06/08/2020 18:00:00","BZN|PL","Without Sequence","60.23","",""
"06/08/2020 18:00:00 - 06/08/2020 19:00:00","BZN|PL","Without Sequence","54.44","",""
"06/08/2020 19:00:00 - 06/08/2020 20:00:00","BZN|PL","Without Sequence","53.96","",""
"06/08/2020 20:00:00 - 06/08/2020 21:00:00","BZN|PL","Without Sequence","50.79","",""
"06/08/2020 21:00:00 - 06/08/2020 22:00:00","BZN|PL","Without Sequence","49.96","",""
"06/08/2020 22:00:00 - 06/08/2020 23:00:00","BZN|PL","Without Sequence","51.47","",""
"06/08/2020 23:00:00 - 07/08/2020 00:00:00","BZN|PL","Without Sequence","44.57","",""
"07/08/2020 00:00:00 - 07/08/2020 01:00:00","BZN|PL","Without Sequence","44.76","",""
"07/08/2020 01:00:00 - 07/08/2020 02:00:00","BZN|PL","Without Sequence","44.75","",""
"07/08/2020 02:00:00 - 07/08/2020 03:00:00","BZN|PL","Without Sequence","44.74","",""
"07/08/2020 03:00:00 - 07/08/2020 04:00:00","BZN|PL","Without Sequence","44.71","",""
"07/08/2020 04:00:00 - 07/08/2020 05:00:00","BZN|PL","Without Sequence","44.64","",""
"07/08/2020 05:00:00 - 07/08/2020 06:00:00","BZN|PL","Without Sequence","44.63","",""
"07/08/2020 06:00:00 - 07/08/2020 07:00:00","BZN|PL","Without Sequence","49.05","",""
"07/08/2020 07:00:00 - 07/08/2020 08:00:00","BZN|PL","Without Sequence","49.39","",""
"07/08/2020 08:00:00 - 07/08/2020 09:00:00","BZN|PL","Without Sequence","50.40","",""
"07/08/2020 09:00:00 - 07/08/2020 10:00:00","BZN|PL","Without Sequence","51.05","",""
"07/08/2020 10:00:00 - 07/08/2020 11:00:00","BZN|PL","Without Sequence","51.05","",""
"07/08/2020 11:00:00 - 07/08/2020 12:00:00","BZN|PL","Without Sequence","58.01","",""
"07/08/2020 12:00:00 - 07/08/2020 13:00:00","BZN|PL","Without Sequence","65.60","",""
"07/08/2020 13:00:00 - 07/08/2020 14:00:00","BZN|PL","Without Sequence","63.48","",""
"07/08/2020 14:00:00 - 07/08/2020 15:00:00","BZN|PL","Without Sequence","59.37","",""
"07/08/2020 15:00:00 - 07/08/2020 16:00:00","BZN|PL","Without Sequence","60.79","",""
"07/08/2020 16:00:00 - 07/08/2020 17:00:00","BZN|PL","Without Sequence","58.21","",""
"07/08/2020 17:00:00 - 07/08/2020 18:00:00","BZN|PL","Without Sequence","50.99","",""
"07/08/2020 18:00:00 - 07/08/2020 19:00:00","BZN|PL","Without Sequence","50.52","",""
"07/08/2020 19:00:00 - 07/08/2020 20:00:00","BZN|PL","Without Sequence","54.62","",""
"07/08/2020 20:00:00 - 07/08/2020 21:00:00","BZN|PL","Without Sequence","50.76","",""
"07/08/2020 21:00:00 - 07/08/2020 22:00:00","BZN|PL","Without Sequence","50.18","",""
"07/08/2020 22:00:00 - 07/08/2020 23:00:00","BZN|PL","Without Sequence","52.83","",""
"07/08/2020 23:00:00 - 08/08/2020 00:00:00","BZN|PL","Without Sequence","43.37","",""
"08/08/2020 00:00:00 - 08/08/2020 01:00:00","BZN|PL","Without Sequence","44.26","",""
"08/08/2020 01:00:00 - 08/08/2020 02:00:00","BZN|PL","Without Sequence","44.10","",""
"08/08/2020 02:00:00 - 08/08/2020 03:00:00","BZN|PL","Without Sequence","44.05","",""
"08/08/2020 03:00:00 - 08/08/2020 04:00:00","BZN|PL","Without Sequence","43.91","",""
"08/08/2020 04:00:00 - 08/08/2020 05:00:00","BZN|PL","Without Sequence","39.35","",""
"08/08/2020 05:00:00 - 08/08/2020 06:00:00","BZN|PL","Without Sequence","38.80","",""
"08/08/2020 06:00:00 - 08/08/2020 07:00:00","BZN|PL","Without Sequence","44.22","",""
"08/08/2020 07:00:00 - 08/08/2020 08:00:00","BZN|PL","Without Sequence","52.25","",""
"08/08/2020 08:00:00 - 08/08/2020 09:00:00","BZN|PL","Without Sequence","58.14","",""
"08/08/2020 09:00:00 - 08/08/2020 10:00:00","BZN|PL","Without Sequence","61.75","",""
"08/08/2020 10:00:00 - 08/08/2020 11:00:00","BZN|PL","Without Sequence","61.75","",""
"08/08/2020 11:00:00 - 08/08/2020 12:00:00","BZN|PL","Without Sequence","61.75","",""
"08/08/2020 12:00:00 - 08/08/2020 13:00:00","BZN|PL","Without Sequence","61.45","",""
"08/08/2020 13:00:00 - 08/08/2020 14:00:00","BZN|PL","Without Sequence","61.45","",""
"08/08/2020 14:00:00 - 08/08/2020 15:00:00","BZN|PL","Without Sequence","61.45","",""
"08/08/2020 15:00:00 - 08/08/2020 16:00:00","BZN|PL","Without Sequence","59.00","",""
"08/08/2020 16:00:00 - 08/08/2020 17:00:00","BZN|PL","Without Sequence","60.03","",""
"08/08/2020 17:00:00 - 08/08/2020 18:00:00","BZN|PL","Without Sequence","59.19","",""
"08/08/2020 18:00:00 - 08/08/2020 19:00:00","BZN|PL","Without Sequence","61.33","",""
"08/08/2020 19:00:00 - 08/08/2020 20:00:00","BZN|PL","Without Sequence","61.45","",""
"08/08/2020 20:00:00 - 08/08/2020 21:00:00","BZN|PL","Without Sequence","61.45","",""
"08/08/2020 21:00:00 - 08/08/2020 22:00:00","BZN|PL","Without Sequence","61.45","",""
"08/08/2020 22:00:00 - 08/08/2020 23:00:00","BZN|PL","Without Sequence","58.13","",""
"08/08/2020 23:00:00 - 09/08/2020 00:00:00","BZN|PL","Without Sequence","51.15","",""
"09/08/2020 00:00:00 - 09/08/2020 01:00:00","BZN|PL","Without Sequence","44.42","",""
"09/08/2020 01:00:00 - 09/08/2020 02:00:00","BZN|PL","Without Sequence","43.78","",""
"09/08/2020 02:00:00 - 09/08/2020 03:00:00","BZN|PL","Without Sequence","43.03","",""
"09/08/2020 03:00:00 - 09/08/2020 04:00:00","BZN|PL","Without Sequence","42.90","",""
"09/08/2020 04:00:00 - 09/08/2020 05:00:00","BZN|PL","Without Sequence","42.13","",""
"09/08/2020 05:00:00 - 09/08/2020 06:00:00","BZN|PL","Without Sequence","40.49","",""
"09/08/2020 06:00:00 - 09/08/2020 07:00:00","BZN|PL","Without Sequence","37.94","",""
"09/08/2020 07:00:00 - 09/08/2020 08:00:00","BZN|PL","Without Sequence","44.55","",""
"09/08/2020 08:00:00 - 09/08/2020 09:00:00","BZN|PL","Without Sequence","44.72","",""
"09/08/2020 09:00:00 - 09/08/2020 10:00:00","BZN|PL","Without Sequence","52.95","",""
"09/08/2020 10:00:00 - 09/08/2020 11:00:00","BZN|PL","Without Sequence","53.30","",""
"09/08/2020 11:00:00 - 09/08/2020 12:00:00","BZN|PL","Without Sequence","52.79","",""
"09/08/2020 12:00:00 - 09/08/2020 13:00:00","BZN|PL","Without Sequence","52.46","",""
"09/08/2020 13:00:00 - 09/08/2020 14:00:00","BZN|PL","Without Sequence","52.88","",""
"09/08/2020 14:00:00 - 09/08/2020 15:00:00","BZN|PL","Without Sequence","54.31","",""
"09/08/2020 15:00:00 - 09/08/2020 16:00:00","BZN|PL","Without Sequence","54.34","",""
"09/08/2020 16:00:00 - 09/08/2020 17:00:00","BZN|PL","Without Sequence","54.81","",""
"09/08/2020 17:00:00 - 09/08/2020 18:00:00","BZN|PL","Without Sequence","54.82","",""
"09/08/2020 18:00:00 - 09/08/2020 19:00:00","BZN|PL","Without Sequence","57.02","",""
"09/08/2020 19:00:00 - 09/08/2020 20:00:00","BZN|PL","Without Sequence","57.54","",""
"09/08/2020 20:00:00 - 09/08/2020 21:00:00","BZN|PL","Without Sequence","59.45","",""
"09/08/2020 21:00:00 - 09/08/2020 22:00:00","BZN|PL","Without Sequence","61.88","",""
"09/08/2020 22:00:00 - 09/08/2020 23:00:00","BZN|PL","Without Sequence","56.69","",""
"09/08/2020 23:00:00 - 10/08/2020 00:00:00","BZN|PL","Without Sequence","52.79","",""
"10/08/2020 00:00:00 - 10/08/2020 01:00:00","BZN|PL","Without Sequence","45.16","",""
"10/08/2020 01:00:00 - 10/08/2020 02:00:00","BZN|PL","Without Sequence","46.61","",""
"10/08/2020 02:00:00 - 10/08/2020 03:00:00","BZN|PL","Without Sequence","47.21","",""
"10/08/2020 03:00:00 - 10/08/2020 04:00:00","BZN|PL","Without Sequence","45.51","",""
"10/08/2020 04:00:00 - 10/08/2020 05:00:00","BZN|PL","Without Sequence","45.35","",""
"10/08/2020 05:00:00 - 10/08/2020 06:00:00","BZN|PL","Without Sequence","44.81","",""
"10/08/2020 06:00:00 - 10/08/2020 07:00:00","BZN|PL","Without Sequence","52.09","",""
"10/08/2020 07:00:00 - 10/08/2020 08:00:00","BZN|PL","Without Sequence","49.81","",""
"10/08/2020 08:00:00 - 10/08/2020 09:00:00","BZN|PL","Without Sequence","57.52","",""
"10/08/2020 09:00:00 - 10/08/2020 10:00:00","BZN|PL","Without Sequence","58.66","",""
"10/08/2020 10:00:00 - 10/08/2020 11:00:00","BZN|PL","Without Sequence","61.13","",""
"10/08/2020 11:00:00 - 10/08/2020 12:00:00","BZN|PL","Without Sequence","71.25","",""
"10/08/2020 12:00:00 - 10/08/2020 13:00:00","BZN|PL","Without Sequence","70.70","",""
"10/08/2020 13:00:00 - 10/08/2020 14:00:00","BZN|PL","Without Sequence","70.25","",""
"10/08/2020 14:00:00 - 10/08/2020 15:00:00","BZN|PL","Without Sequence","62.52","",""
"10/08/2020 15:00:00 - 10/08/2020 16:00:00","BZN|PL","Without Sequence","65.01","",""
"10/08/2020 16:00:00 - 10/08/2020 17:00:00","BZN|PL","Without Sequence","57.35","",""
"10/08/2020 17:00:00 - 10/08/2020 18:00:00","BZN|PL","Without Sequence","50.13","",""
"10/08/2020 18:00:00 - 10/08/2020 19:00:00","BZN|PL","Without Sequence","50.08","",""
"10/08/2020 19:00:00 - 10/08/2020 20:00:00","BZN|PL","Without Sequence","57.89","",""
"10/08/2020 20:00:00 - 10/08/2020 21:00:00","BZN|PL","Without Sequence","51.74","",""
"10/08/2020 21:00:00 - 10/08/2020 22:00:00","BZN|PL","Without Sequence","47.78","",""
"10/08/2020 22:00:00 - 10/08/2020 23:00:00","BZN|PL","Without Sequence","53.66","",""
"10/08/2020 23:00:00 - 11/08/2020 00:00:00","BZN|PL","Without Sequence","45.30","",""
"11/08/2020 00:00:00 - 11/08/2020 01:00:00","BZN|PL","Without Sequence","43.44","",""
"11/08/2020 01:00:00 - 11/08/2020 02:00:00","BZN|PL","Without Sequence","43.38","",""
"11/08/2020 02:00:00 - 11/08/2020 03:00:00","BZN|PL","Without Sequence","43.41","",""
"11/08/2020 03:00:00 - 11/08/2020 04:00:00","BZN|PL","Without Sequence","43.48","",""
"11/08/2020 04:00:00 - 11/08/2020 05:00:00","BZN|PL","Without Sequence","43.81","",""
"11/08/2020 05:00:00 - 11/08/2020 06:00:00","BZN|PL","Without Sequence","42.19","",""
"11/08/2020 06:00:00 - 11/08/2020 07:00:00","BZN|PL","Without Sequence","49.53","",""
"11/08/2020 07:00:00 - 11/08/2020 08:00:00","BZN|PL","Without Sequence","47.78","",""
"11/08/2020 08:00:00 - 11/08/2020 09:00:00","BZN|PL","Without Sequence","53.53","",""
"11/08/2020 09:00:00 - 11/08/2020 10:00:00","BZN|PL","Without Sequence","62.94","",""
"11/08/2020 10:00:00 - 11/08/2020 11:00:00","BZN|PL","Without Sequence","70.36","",""
"11/08/2020 11:00:00 - 11/08/2020 12:00:00","BZN|PL","Without Sequence","70.11","",""
"11/08/2020 12:00:00 - 11/08/2020 13:00:00","BZN|PL","Without Sequence","70.67","",""
"11/08/2020 13:00:00 - 11/08/2020 14:00:00","BZN|PL","Without Sequence","70.92","",""
"11/08/2020 14:00:00 - 11/08/2020 15:00:00","BZN|PL","Without Sequence","62.41","",""
"11/08/2020 15:00:00 - 11/08/2020 16:00:00","BZN|PL","Without Sequence","59.47","",""
"11/08/2020 16:00:00 - 11/08/2020 17:00:00","BZN|PL","Without Sequence","52.35","",""
"11/08/2020 17:00:00 - 11/08/2020 18:00:00","BZN|PL","Without Sequence","51.17","",""
"11/08/2020 18:00:00 - 11/08/2020 19:00:00","BZN|PL","Without Sequence","51.13","",""
"11/08/2020 19:00:00 - 11/08/2020 20:00:00","BZN|PL","Without Sequence","52.44","",""
"11/08/2020 20:00:00 - 11/08/2020 21:00:00","BZN|PL","Without Sequence","57.34","",""
"11/08/2020 21:00:00 - 11/08/2020 22:00:00","BZN|PL","Without Sequence","50.42","",""
"11/08/2020 22:00:00 - 11/08/2020 23:00:00","BZN|PL","Without Sequence","52.22","",""
"11/08/2020 23:00:00 - 12/08/2020 00:00:00","BZN|PL","Without Sequence","47.67","",""
"12/08/2020 00:00:00 - 12/08/2020 01:00:00","BZN|PL","Without Sequence","45.40","",""
"12/08/2020 01:00:00 - 12/08/2020 02:00:00","BZN|PL","Without Sequence","45.78","",""
"12/08/2020 02:00:00 - 12/08/2020 03:00:00","BZN|PL","Without Sequence","45.28","",""
"12/08/2020 03:00:00 - 12/08/2020 04:00:00","BZN|PL","Without Sequence","45.37","",""
"12/08/2020 04:00:00 - 12/08/2020 05:00:00","BZN|PL","Without Sequence","45.38","",""
"12/08/2020 05:00:00 - 12/08/2020 06:00:00","BZN|PL","Without Sequence","45.16","",""
"12/08/2020 06:00:00 - 12/08/2020 07:00:00","BZN|PL","Without Sequence","54.03","",""
"12/08/2020 07:00:00 - 12/08/2020 08:00:00","BZN|PL","Without Sequence","53.49","",""
"12/08/2020 08:00:00 - 12/08/2020 09:00:00","BZN|PL","Without Sequence","56.91","",""
"12/08/2020 09:00:00 - 12/08/2020 10:00:00","BZN|PL","Without Sequence","58.13","",""
"12/08/2020 10:00:00 - 12/08/2020 11:00:00","BZN|PL","Without Sequence","61.32","",""
"12/08/2020 11:00:00 - 12/08/2020 12:00:00","BZN|PL","Without Sequence","62.88","",""
"12/08/2020 12:00:00 - 12/08/2020 13:00:00","BZN|PL","Without Sequence","62.88","",""
"12/08/2020 13:00:00 - 12/08/2020 14:00:00","BZN|PL","Without Sequence","62.62","",""
"12/08/2020 14:00:00 - 12/08/2020 15:00:00","BZN|PL","Without Sequence","59.93","",""
"12/08/2020 15:00:00 - 12/08/2020 16:00:00","BZN|PL","Without Sequence","56.85","",""
"12/08/2020 16:00:00 - 12/08/2020 17:00:00","BZN|PL","Without Sequence","56.11","",""
"12/08/2020 17:00:00 - 12/08/2020 18:00:00","BZN|PL","Without Sequence","54.46","",""
"12/08/2020 18:00:00 - 12/08/2020 19:00:00","BZN|PL","Without Sequence","54.52","",""
"12/08/2020 19:00:00 - 12/08/2020 20:00:00","BZN|PL","Without Sequence","56.40","",""
"12/08/2020 20:00:00 - 12/08/2020 21:00:00","BZN|PL","Without Sequence","54.98","",""
"12/08/2020 21:00:00 - 12/08/2020 22:00:00","BZN|PL","Without Sequence","50.02","",""
"12/08/2020 22:00:00 - 12/08/2020 23:00:00","BZN|PL","Without Sequence","54.50","",""
"12/08/2020 23:00:00 - 13/08/2020 00:00:00","BZN|PL","Without Sequence","45.20","",""
"13/08/2020 00:00:00 - 13/08/2020 01:00:00","BZN|PL","Without Sequence","42.24","",""
"13/08/2020 01:00:00 - 13/08/2020 02:00:00","BZN|PL","Without Sequence","43.56","",""
"13/08/2020 02:00:00 - 13/08/2020 03:00:00","BZN|PL","Without Sequence","43.75","",""
"13/08/2020 03:00:00 - 13/08/2020 04:00:00","BZN|PL","Without Sequence","43.86","",""
"13/08/2020 04:00:00 - 13/08/2020 05:00:00","BZN|PL","Without Sequence","43.66","",""
"13/08/2020 05:00:00 - 13/08/2020 06:00:00","BZN|PL","Without Sequence","42.38","",""
"13/08/2020 06:00:00 - 13/08/2020 07:00:00","BZN|PL","Without Sequence","48.33","",""
"13/08/2020 07:00:00 - 13/08/2020 08:00:00","BZN|PL","Without Sequence","53.83","",""
"13/08/2020 08:00:00 - 13/08/2020 09:00:00","BZN|PL","Without Sequence","57.40","",""
"13/08/2020 09:00:00 - 13/08/2020 10:00:00","BZN|PL","Without Sequence","57.41","",""
"13/08/2020 10:00:00 - 13/08/2020 11:00:00","BZN|PL","Without Sequence","57.47","",""
"13/08/2020 11:00:00 - 13/08/2020 12:00:00","BZN|PL","Without Sequence","61.37","",""
"13/08/2020 12:00:00 - 13/08/2020 13:00:00","BZN|PL","Without Sequence","65.27","",""
"13/08/2020 13:00:00 - 13/08/2020 14:00:00","BZN|PL","Without Sequence","64.23","",""
"13/08/2020 14:00:00 - 13/08/2020 15:00:00","BZN|PL","Without Sequence","60.14","",""
"13/08/2020 15:00:00 - 13/08/2020 16:00:00","BZN|PL","Without Sequence","56.65","",""
"13/08/2020 16:00:00 - 13/08/2020 17:00:00","BZN|PL","Without Sequence","57.44","",""
"13/08/2020 17:00:00 - 13/08/2020 18:00:00","BZN|PL","Without Sequence","57.47","",""
"13/08/2020 18:00:00 - 13/08/2020 19:00:00","BZN|PL","Without Sequence","58.13","",""
"13/08/2020 19:00:00 - 13/08/2020 20:00:00","BZN|PL","Without Sequence","55.71","",""
"13/08/2020 20:00:00 - 13/08/2020 21:00:00","BZN|PL","Without Sequence","58.56","",""
"13/08/2020 21:00:00 - 13/08/2020 22:00:00","BZN|PL","Without Sequence","49.29","",""
"13/08/2020 22:00:00 - 13/08/2020 23:00:00","BZN|PL","Without Sequence","53.82","",""
"13/08/2020 23:00:00 - 14/08/2020 00:00:00","BZN|PL","Without Sequence","44.02","",""
"14/08/2020 00:00:00 - 14/08/2020 01:00:00","BZN|PL","Without Sequence","47.73","",""
"14/08/2020 01:00:00 - 14/08/2020 02:00:00","BZN|PL","Without Sequence","46.80","",""
"14/08/2020 02:00:00 - 14/08/2020 03:00:00","BZN|PL","Without Sequence","44.39","",""
"14/08/2020 03:00:00 - 14/08/2020 04:00:00","BZN|PL","Without Sequence","44.35","",""
"14/08/2020 04:00:00 - 14/08/2020 05:00:00","BZN|PL","Without Sequence","44.51","",""
"14/08/2020 05:00:00 - 14/08/2020 06:00:00","BZN|PL","Without Sequence","44.31","",""
"14/08/2020 06:00:00 - 14/08/2020 07:00:00","BZN|PL","Without Sequence","55.67","",""
"14/08/2020 07:00:00 - 14/08/2020 08:00:00","BZN|PL","Without Sequence","51.58","",""
"14/08/2020 08:00:00 - 14/08/2020 09:00:00","BZN|PL","Without Sequence","52.33","",""
"14/08/2020 09:00:00 - 14/08/2020 10:00:00","BZN|PL","Without Sequence","54.59","",""
"14/08/2020 10:00:00 - 14/08/2020 11:00:00","BZN|PL","Without Sequence","55.97","",""
"14/08/2020 11:00:00 - 14/08/2020 12:00:00","BZN|PL","Without Sequence","58.07","",""
"14/08/2020 12:00:00 - 14/08/2020 13:00:00","BZN|PL","Without Sequence","57.96","",""
"14/08/2020 13:00:00 - 14/08/2020 14:00:00","BZN|PL","Without Sequence","58.85","",""
"14/08/2020 14:00:00 - 14/08/2020 15:00:00","BZN|PL","Without Sequence","58.07","",""
"14/08/2020 15:00:00 - 14/08/2020 16:00:00","BZN|PL","Without Sequence","55.69","",""
"14/08/2020 16:00:00 - 14/08/2020 17:00:00","BZN|PL","Without Sequence","51.88","",""
"14/08/2020 17:00:00 - 14/08/2020 18:00:00","BZN|PL","Without Sequence","50.58","",""
"14/08/2020 18:00:00 - 14/08/2020 19:00:00","BZN|PL","Without Sequence","50.10","",""
"14/08/2020 19:00:00 - 14/08/2020 20:00:00","BZN|PL","Without Sequence","50.28","",""
"14/08/2020 20:00:00 - 14/08/2020 21:00:00","BZN|PL","Without Sequence","49.82","",""
"14/08/2020 21:00:00 - 14/08/2020 22:00:00","BZN|PL","Without Sequence","48.77","",""
"14/08/2020 22:00:00 - 14/08/2020 23:00:00","BZN|PL","Without Sequence","53.41","",""
"14/08/2020 23:00:00 - 15/08/2020 00:00:00","BZN|PL","Without Sequence","44.67","",""
"15/08/2020 00:00:00 - 15/08/2020 01:00:00","BZN|PL","Without Sequence","38.61","",""
"15/08/2020 01:00:00 - 15/08/2020 02:00:00","BZN|PL","Without Sequence","36.39","",""
"15/08/2020 02:00:00 - 15/08/2020 03:00:00","BZN|PL","Without Sequence","35.76","",""
"15/08/2020 03:00:00 - 15/08/2020 04:00:00","BZN|PL","Without Sequence","43.41","",""
"15/08/2020 04:00:00 - 15/08/2020 05:00:00","BZN|PL","Without Sequence","44.03","",""
"15/08/2020 05:00:00 - 15/08/2020 06:00:00","BZN|PL","Without Sequence","44.37","",""
"15/08/2020 06:00:00 - 15/08/2020 07:00:00","BZN|PL","Without Sequence","44.15","",""
"15/08/2020 07:00:00 - 15/08/2020 08:00:00","BZN|PL","Without Sequence","42.38","",""
"15/08/2020 08:00:00 - 15/08/2020 09:00:00","BZN|PL","Without Sequence","38.34","",""
"15/08/2020 09:00:00 - 15/08/2020 10:00:00","BZN|PL","Without Sequence","40.57","",""
"15/08/2020 10:00:00 - 15/08/2020 11:00:00","BZN|PL","Without Sequence","43.82","",""
"15/08/2020 11:00:00 - 15/08/2020 12:00:00","BZN|PL","Without Sequence","43.86","",""
"15/08/2020 12:00:00 - 15/08/2020 13:00:00","BZN|PL","Without Sequence","43.97","",""
"15/08/2020 13:00:00 - 15/08/2020 14:00:00","BZN|PL","Without Sequence","44.18","",""
"15/08/2020 14:00:00 - 15/08/2020 15:00:00","BZN|PL","Without Sequence","44.09","",""
"15/08/2020 15:00:00 - 15/08/2020 16:00:00","BZN|PL","Without Sequence","43.90","",""
"15/08/2020 16:00:00 - 15/08/2020 17:00:00","BZN|PL","Without Sequence","43.95","",""
"15/08/2020 17:00:00 - 15/08/2020 18:00:00","BZN|PL","Without Sequence","42.39","",""
"15/08/2020 18:00:00 - 15/08/2020 19:00:00","BZN|PL","Without Sequence","42.18","",""
"15/08/2020 19:00:00 - 15/08/2020 20:00:00","BZN|PL","Without Sequence","44.18","",""
"15/08/2020 20:00:00 - 15/08/2020 21:00:00","BZN|PL","Without Sequence","44.37","",""
"15/08/2020 21:00:00 - 15/08/2020 22:00:00","BZN|PL","Without Sequence","44.29","",""
"15/08/2020 22:00:00 - 15/08/2020 23:00:00","BZN|PL","Without Sequence","43.34","",""
"15/08/2020 23:00:00 - 16/08/2020 00:00:00","BZN|PL","Without Sequence","41.09","",""
"16/08/2020 00:00:00 - 16/08/2020 01:00:00","BZN|PL","Without Sequence","40.55","",""
"16/08/2020 01:00:00 - 16/08/2020 02:00:00","BZN|PL","Without Sequence","41.10","",""
"16/08/2020 02:00:00 - 16/08/2020 03:00:00","BZN|PL","Without Sequence","40.77","",""
"16/08/2020 03:00:00 - 16/08/2020 04:00:00","BZN|PL","Without Sequence","40.61","",""
"16/08/2020 04:00:00 - 16/08/2020 05:00:00","BZN|PL","Without Sequence","40.00","",""
"16/08/2020 05:00:00 - 16/08/2020 06:00:00","BZN|PL","Without Sequence","37.67","",""
"16/08/2020 06:00:00 - 16/08/2020 07:00:00","BZN|PL","Without Sequence","38.14","",""
"16/08/2020 07:00:00 - 16/08/2020 08:00:00","BZN|PL","Without Sequence","42.68","",""
"16/08/2020 08:00:00 - 16/08/2020 09:00:00","BZN|PL","Without Sequence","43.67","",""
"16/08/2020 09:00:00 - 16/08/2020 10:00:00","BZN|PL","Without Sequence","43.43","",""
"16/08/2020 10:00:00 - 16/08/2020 11:00:00","BZN|PL","Without Sequence","43.77","",""
"16/08/2020 11:00:00 - 16/08/2020 12:00:00","BZN|PL","Without Sequence","43.94","",""
"16/08/2020 12:00:00 - 16/08/2020 13:00:00","BZN|PL","Without Sequence","43.76","",""
"16/08/2020 13:00:00 - 16/08/2020 14:00:00","BZN|PL","Without Sequence","43.93","",""
"16/08/2020 14:00:00 - 16/08/2020 15:00:00","BZN|PL","Without Sequence","43.76","",""
"16/08/2020 15:00:00 - 16/08/2020 16:00:00","BZN|PL","Without Sequence","43.64","",""
"16/08/2020 16:00:00 - 16/08/2020 17:00:00","BZN|PL","Without Sequence","43.66","",""
"16/08/2020 17:00:00 - 16/08/2020 18:00:00","BZN|PL","Without Sequence","43.90","",""
"16/08/2020 18:00:00 - 16/08/2020 19:00:00","BZN|PL","Without Sequence","44.36","",""
"16/08/2020 19:00:00 - 16/08/2020 20:00:00","BZN|PL","Without Sequence","49.96","",""
"16/08/2020 20:00:00 - 16/08/2020 21:00:00","BZN|PL","Without Sequence","53.38","",""
"16/08/2020 21:00:00 - 16/08/2020 22:00:00","BZN|PL","Without Sequence","49.85","",""
"16/08/2020 22:00:00 - 16/08/2020 23:00:00","BZN|PL","Without Sequence","43.45","",""
"16/08/2020 23:00:00 - 17/08/2020 00:00:00","BZN|PL","Without Sequence","43.20","",""
"17/08/2020 00:00:00 - 17/08/2020 01:00:00","BZN|PL","Without Sequence","44.41","",""
"17/08/2020 01:00:00 - 17/08/2020 02:00:00","BZN|PL","Without Sequence","43.73","",""
"17/08/2020 02:00:00 - 17/08/2020 03:00:00","BZN|PL","Without Sequence","43.64","",""
"17/08/2020 03:00:00 - 17/08/2020 04:00:00","BZN|PL","Without Sequence","43.68","",""
"17/08/2020 04:00:00 - 17/08/2020 05:00:00","BZN|PL","Without Sequence","44.29","",""
"17/08/2020 05:00:00 - 17/08/2020 06:00:00","BZN|PL","Without Sequence","43.76","",""
"17/08/2020 06:00:00 - 17/08/2020 07:00:00","BZN|PL","Without Sequence","56.77","",""
"17/08/2020 07:00:00 - 17/08/2020 08:00:00","BZN|PL","Without Sequence","61.62","",""
"17/08/2020 08:00:00 - 17/08/2020 09:00:00","BZN|PL","Without Sequence","65.62","",""
"17/08/2020 09:00:00 - 17/08/2020 10:00:00","BZN|PL","Without Sequence","66.28","",""
"17/08/2020 10:00:00 - 17/08/2020 11:00:00","BZN|PL","Without Sequence","67.19","",""
"17/08/2020 11:00:00 - 17/08/2020 12:00:00","BZN|PL","Without Sequence","67.86","",""
"17/08/2020 12:00:00 - 17/08/2020 13:00:00","BZN|PL","Without Sequence","70.07","",""
"17/08/2020 13:00:00 - 17/08/2020 14:00:00","BZN|PL","Without Sequence","69.40","",""
"17/08/2020 14:00:00 - 17/08/2020 15:00:00","BZN|PL","Without Sequence","66.55","",""
"17/08/2020 15:00:00 - 17/08/2020 16:00:00","BZN|PL","Without Sequence","65.53","",""
"17/08/2020 16:00:00 - 17/08/2020 17:00:00","BZN|PL","Without Sequence","62.32","",""
"17/08/2020 17:00:00 - 17/08/2020 18:00:00","BZN|PL","Without Sequence","62.32","",""
"17/08/2020 18:00:00 - 17/08/2020 19:00:00","BZN|PL","Without Sequence","61.71","",""
"17/08/2020 19:00:00 - 17/08/2020 20:00:00","BZN|PL","Without Sequence","62.98","",""
"17/08/2020 20:00:00 - 17/08/2020 21:00:00","BZN|PL","Without Sequence","61.46","",""
"17/08/2020 21:00:00 - 17/08/2020 22:00:00","BZN|PL","Without Sequence","58.23","",""
"17/08/2020 22:00:00 - 17/08/2020 23:00:00","BZN|PL","Without Sequence","58.16","",""
"17/08/2020 23:00:00 - 18/08/2020 00:00:00","BZN|PL","Without Sequence","52.22","",""
"18/08/2020 00:00:00 - 18/08/2020 01:00:00","BZN|PL","Without Sequence","43.28","",""
"18/08/2020 01:00:00 - 18/08/2020 02:00:00","BZN|PL","Without Sequence","43.53","",""
