"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"15/04/2020 04:00:00 - 15/04/2020 05:00:00","BZN|PL","Without Sequence","18.11","",""
"15/04/2020 05:00:00 - 15/04/2020 06:00:00","BZN|PL","Without Sequence","20.07","",""
"15/04/2020 06:00:00 - 15/04/2020 07:00:00","BZN|PL","Without Sequence","29.55","",""
"15/04/2020 07:00:00 - 15/04/2020 08:00:00","BZN|PL","Without Sequence","30.67","",""
"15/04/2020 08:00:00 - 15/04/2020 09:00:00","BZN|PL","Without Sequence","32.94","",""
"15/04/2020 09:00:00 - 15/04/2020 10:00:00","BZN|PL","Without Sequence","33.76","",""
"15/04/2020 10:00:00 - 15/04/2020 11:00:00","BZN|PL","Without Sequence","32.95","",""
"15/04/2020 11:00:00 - 15/04/2020 12:00:00","BZN|PL","Without Sequence","31.47","",""
"15/04/2020 12:00:00 - 15/04/2020 13:00:00","BZN|PL","Without Sequence","31.15","",""
"15/04/2020 13:00:00 - 15/04/2020 14:00:00","BZN|PL","Without Sequence","30.92","",""
"15/04/2020 14:00:00 - 15/04/2020 15:00:00","BZN|PL","Without Sequence","29.60","",""
"15/04/2020 15:00:00 - 15/04/2020 16:00:00","BZN|PL","Without Sequence","29.61","",""
"15/04/2020 16:00:00 - 15/04/2020 17:00:00","BZN|PL","Without Sequence","28.53","",""
"15/04/2020 17:00:00 - 15/04/2020 18:00:00","BZN|PL","Without Sequence","29.45","",""
"15/04/2020 18:00:00 - 15/04/2020 19:00:00","BZN|PL","Without Sequence","29.88","",""
"15/04/2020 19:00:00 - 15/04/2020 20:00:00","BZN|PL","Without Sequence","36.01","",""
"15/04/2020 20:00:00 - 15/04/2020 21:00:00","BZN|PL","Without Sequence","36.03","",""
"15/04/2020 21:00:00 - 15/04/2020 22:00:00","BZN|PL","Without Sequence","32.93","",""
"15/04/2020 22:00:00 - 15/04/2020 23:00:00","BZN|PL","Without Sequence","32.39","",""
"15/04/2020 23:00:00 - 16/04/2020 00:00:00","BZN|PL","Without Sequence","26.15","",""
"16/04/2020 00:00:00 - 16/04/2020 01:00:00","BZN|PL","Without Sequence","21.90","",""
"16/04/2020 01:00:00 - 16/04/2020 02:00:00","BZN|PL","Without Sequence","17.62","",""
"16/04/2020 02:00:00 - 16/04/2020 03:00:00","BZN|PL","Without Sequence","16.51","",""
"16/04/2020 03:00:00 - 16/04/2020 04:00:00","BZN|PL","Without Sequence","16.05","",""
"16/04/2020 04:00:00 - 16/04/2020 05:00:00","BZN|PL","Without Sequence","16.46","",""
"16/04/2020 05:00:00 - 16/04/2020 06:00:00","BZN|PL","Without Sequence","20.01","",""
"16/04/2020 06:00:00 - 16/04/2020 07:00:00","BZN|PL","Without Sequence","28.57","",""
"16/04/2020 07:00:00 - 16/04/2020 08:00:00","BZN|PL","Without Sequence","31.13","",""
"16/04/2020 08:00:00 - 16/04/2020 09:00:00","BZN|PL","Without Sequence","30.82","",""
"16/04/2020 09:00:00 - 16/04/2020 10:00:00","BZN|PL","Without Sequence","31.19","",""
"16/04/2020 10:00:00 - 16/04/2020 11:00:00","BZN|PL","Without Sequence","31.22","",""
"16/04/2020 11:00:00 - 16/04/2020 12:00:00","BZN|PL","Without Sequence","31.21","",""
"16/04/2020 12:00:00 - 16/04/2020 13:00:00","BZN|PL","Without Sequence","31.19","",""
"16/04/2020 13:00:00 - 16/04/2020 14:00:00","BZN|PL","Without Sequence","31.21","",""
"16/04/2020 14:00:00 - 16/04/2020 15:00:00","BZN|PL","Without Sequence","31.20","",""
"16/04/2020 15:00:00 - 16/04/2020 16:00:00","BZN|PL","Without Sequence","29.84","",""
"16/04/2020 16:00:00 - 16/04/2020 17:00:00","BZN|PL","Without Sequence","28.51","",""
"16/04/2020 17:00:00 - 16/04/2020 18:00:00","BZN|PL","Without Sequence","28.48","",""
"16/04/2020 18:00:00 - 16/04/2020 19:00:00","BZN|PL","Without Sequence","31.60","",""
"16/04/2020 19:00:00 - 16/04/2020 20:00:00","BZN|PL","Without Sequence","44.03","",""
"16/04/2020 20:00:00 - 16/04/2020 21:00:00","BZN|PL","Without Sequence","41.06","",""
"16/04/2020 21:00:00 - 16/04/2020 22:00:00","BZN|PL","Without Sequence","36.84","",""
"16/04/2020 22:00:00 - 16/04/2020 23:00:00","BZN|PL","Without Sequence","43.95","",""
"16/04/2020 23:00:00 - 17/04/2020 00:00:00","BZN|PL","Without Sequence","40.40","",""
"17/04/2020 00:00:00 - 17/04/2020 01:00:00","BZN|PL","Without Sequence","37.52","",""
"17/04/2020 01:00:00 - 17/04/2020 02:00:00","BZN|PL","Without Sequence","36.34","",""
"17/04/2020 02:00:00 - 17/04/2020 03:00:00","BZN|PL","Without Sequence","32.61","",""
"17/04/2020 03:00:00 - 17/04/2020 04:00:00","BZN|PL","Without Sequence","33.70","",""
"17/04/2020 04:00:00 - 17/04/2020 05:00:00","BZN|PL","Without Sequence","31.85","",""
"17/04/2020 05:00:00 - 17/04/2020 06:00:00","BZN|PL","Without Sequence","31.67","",""
"17/04/2020 06:00:00 - 17/04/2020 07:00:00","BZN|PL","Without Sequence","34.14","",""
"17/04/2020 07:00:00 - 17/04/2020 08:00:00","BZN|PL","Without Sequence","47.84","",""
"17/04/2020 08:00:00 - 17/04/2020 09:00:00","BZN|PL","Without Sequence","44.81","",""
"17/04/2020 09:00:00 - 17/04/2020 10:00:00","BZN|PL","Without Sequence","38.12","",""
"17/04/2020 10:00:00 - 17/04/2020 11:00:00","BZN|PL","Without Sequence","38.52","",""
"17/04/2020 11:00:00 - 17/04/2020 12:00:00","BZN|PL","Without Sequence","36.47","",""
"17/04/2020 12:00:00 - 17/04/2020 13:00:00","BZN|PL","Without Sequence","33.99","",""
"17/04/2020 13:00:00 - 17/04/2020 14:00:00","BZN|PL","Without Sequence","33.84","",""
"17/04/2020 14:00:00 - 17/04/2020 15:00:00","BZN|PL","Without Sequence","30.10","",""
"17/04/2020 15:00:00 - 17/04/2020 16:00:00","BZN|PL","Without Sequence","30.04","",""
"17/04/2020 16:00:00 - 17/04/2020 17:00:00","BZN|PL","Without Sequence","29.44","",""
"17/04/2020 17:00:00 - 17/04/2020 18:00:00","BZN|PL","Without Sequence","31.94","",""
"17/04/2020 18:00:00 - 17/04/2020 19:00:00","BZN|PL","Without Sequence","36.76","",""
"17/04/2020 19:00:00 - 17/04/2020 20:00:00","BZN|PL","Without Sequence","48.75","",""
"17/04/2020 20:00:00 - 17/04/2020 21:00:00","BZN|PL","Without Sequence","42.77","",""
"17/04/2020 21:00:00 - 17/04/2020 22:00:00","BZN|PL","Without Sequence","34.16","",""
"17/04/2020 22:00:00 - 17/04/2020 23:00:00","BZN|PL","Without Sequence","35.72","",""
"17/04/2020 23:00:00 - 18/04/2020 00:00:00","BZN|PL","Without Sequence","31.58","",""
"18/04/2020 00:00:00 - 18/04/2020 01:00:00","BZN|PL","Without Sequence","32.99","",""
"18/04/2020 01:00:00 - 18/04/2020 02:00:00","BZN|PL","Without Sequence","33.02","",""
"18/04/2020 02:00:00 - 18/04/2020 03:00:00","BZN|PL","Without Sequence","33.02","",""
"18/04/2020 03:00:00 - 18/04/2020 04:00:00","BZN|PL","Without Sequence","32.70","",""
"18/04/2020 04:00:00 - 18/04/2020 05:00:00","BZN|PL","Without Sequence","34.50","",""
"18/04/2020 05:00:00 - 18/04/2020 06:00:00","BZN|PL","Without Sequence","34.15","",""
"18/04/2020 06:00:00 - 18/04/2020 07:00:00","BZN|PL","Without Sequence","32.99","",""
"18/04/2020 07:00:00 - 18/04/2020 08:00:00","BZN|PL","Without Sequence","34.80","",""
"18/04/2020 08:00:00 - 18/04/2020 09:00:00","BZN|PL","Without Sequence","35.91","",""
"18/04/2020 09:00:00 - 18/04/2020 10:00:00","BZN|PL","Without Sequence","39.64","",""
"18/04/2020 10:00:00 - 18/04/2020 11:00:00","BZN|PL","Without Sequence","34.75","",""
"18/04/2020 11:00:00 - 18/04/2020 12:00:00","BZN|PL","Without Sequence","33.84","",""
"18/04/2020 12:00:00 - 18/04/2020 13:00:00","BZN|PL","Without Sequence","31.76","",""
"18/04/2020 13:00:00 - 18/04/2020 14:00:00","BZN|PL","Without Sequence","32.76","",""
"18/04/2020 14:00:00 - 18/04/2020 15:00:00","BZN|PL","Without Sequence","31.39","",""
"18/04/2020 15:00:00 - 18/04/2020 16:00:00","BZN|PL","Without Sequence","31.79","",""
"18/04/2020 16:00:00 - 18/04/2020 17:00:00","BZN|PL","Without Sequence","30.85","",""
"18/04/2020 17:00:00 - 18/04/2020 18:00:00","BZN|PL","Without Sequence","31.02","",""
"18/04/2020 18:00:00 - 18/04/2020 19:00:00","BZN|PL","Without Sequence","31.05","",""
"18/04/2020 19:00:00 - 18/04/2020 20:00:00","BZN|PL","Without Sequence","31.05","",""
"18/04/2020 20:00:00 - 18/04/2020 21:00:00","BZN|PL","Without Sequence","43.18","",""
"18/04/2020 21:00:00 - 18/04/2020 22:00:00","BZN|PL","Without Sequence","33.27","",""
"18/04/2020 22:00:00 - 18/04/2020 23:00:00","BZN|PL","Without Sequence","33.15","",""
"18/04/2020 23:00:00 - 19/04/2020 00:00:00","BZN|PL","Without Sequence","32.01","",""
"19/04/2020 00:00:00 - 19/04/2020 01:00:00","BZN|PL","Without Sequence","24.56","",""
"19/04/2020 01:00:00 - 19/04/2020 02:00:00","BZN|PL","Without Sequence","22.94","",""
"19/04/2020 02:00:00 - 19/04/2020 03:00:00","BZN|PL","Without Sequence","19.85","",""
"19/04/2020 03:00:00 - 19/04/2020 04:00:00","BZN|PL","Without Sequence","18.38","",""
"19/04/2020 04:00:00 - 19/04/2020 05:00:00","BZN|PL","Without Sequence","18.34","",""
"19/04/2020 05:00:00 - 19/04/2020 06:00:00","BZN|PL","Without Sequence","17.60","",""
"19/04/2020 06:00:00 - 19/04/2020 07:00:00","BZN|PL","Without Sequence","17.89","",""
"19/04/2020 07:00:00 - 19/04/2020 08:00:00","BZN|PL","Without Sequence","22.09","",""
"19/04/2020 08:00:00 - 19/04/2020 09:00:00","BZN|PL","Without Sequence","25.06","",""
"19/04/2020 09:00:00 - 19/04/2020 10:00:00","BZN|PL","Without Sequence","28.59","",""
"19/04/2020 10:00:00 - 19/04/2020 11:00:00","BZN|PL","Without Sequence","30.32","",""
"19/04/2020 11:00:00 - 19/04/2020 12:00:00","BZN|PL","Without Sequence","31.21","",""
"19/04/2020 12:00:00 - 19/04/2020 13:00:00","BZN|PL","Without Sequence","31.34","",""
"19/04/2020 13:00:00 - 19/04/2020 14:00:00","BZN|PL","Without Sequence","32.65","",""
"19/04/2020 14:00:00 - 19/04/2020 15:00:00","BZN|PL","Without Sequence","31.78","",""
"19/04/2020 15:00:00 - 19/04/2020 16:00:00","BZN|PL","Without Sequence","30.02","",""
"19/04/2020 16:00:00 - 19/04/2020 17:00:00","BZN|PL","Without Sequence","27.45","",""
"19/04/2020 17:00:00 - 19/04/2020 18:00:00","BZN|PL","Without Sequence","29.75","",""
"19/04/2020 18:00:00 - 19/04/2020 19:00:00","BZN|PL","Without Sequence","30.87","",""
"19/04/2020 19:00:00 - 19/04/2020 20:00:00","BZN|PL","Without Sequence","32.23","",""
"19/04/2020 20:00:00 - 19/04/2020 21:00:00","BZN|PL","Without Sequence","37.16","",""
"19/04/2020 21:00:00 - 19/04/2020 22:00:00","BZN|PL","Without Sequence","31.30","",""
"19/04/2020 22:00:00 - 19/04/2020 23:00:00","BZN|PL","Without Sequence","25.19","",""
"19/04/2020 23:00:00 - 20/04/2020 00:00:00","BZN|PL","Without Sequence","22.10","",""
"20/04/2020 00:00:00 - 20/04/2020 01:00:00","BZN|PL","Without Sequence","30.46","",""
"20/04/2020 01:00:00 - 20/04/2020 02:00:00","BZN|PL","Without Sequence","28.77","",""
"20/04/2020 02:00:00 - 20/04/2020 03:00:00","BZN|PL","Without Sequence","26.29","",""
"20/04/2020 03:00:00 - 20/04/2020 04:00:00","BZN|PL","Without Sequence","26.30","",""
"20/04/2020 04:00:00 - 20/04/2020 05:00:00","BZN|PL","Without Sequence","29.57","",""
"20/04/2020 05:00:00 - 20/04/2020 06:00:00","BZN|PL","Without Sequence","29.12","",""
"20/04/2020 06:00:00 - 20/04/2020 07:00:00","BZN|PL","Without Sequence","37.07","",""
"20/04/2020 07:00:00 - 20/04/2020 08:00:00","BZN|PL","Without Sequence","40.83","",""
"20/04/2020 08:00:00 - 20/04/2020 09:00:00","BZN|PL","Without Sequence","46.73","",""
"20/04/2020 09:00:00 - 20/04/2020 10:00:00","BZN|PL","Without Sequence","46.29","",""
"20/04/2020 10:00:00 - 20/04/2020 11:00:00","BZN|PL","Without Sequence","41.29","",""
"20/04/2020 11:00:00 - 20/04/2020 12:00:00","BZN|PL","Without Sequence","40.81","",""
"20/04/2020 12:00:00 - 20/04/2020 13:00:00","BZN|PL","Without Sequence","40.83","",""
"20/04/2020 13:00:00 - 20/04/2020 14:00:00","BZN|PL","Without Sequence","40.80","",""
"20/04/2020 14:00:00 - 20/04/2020 15:00:00","BZN|PL","Without Sequence","36.08","",""
"20/04/2020 15:00:00 - 20/04/2020 16:00:00","BZN|PL","Without Sequence","35.08","",""
"20/04/2020 16:00:00 - 20/04/2020 17:00:00","BZN|PL","Without Sequence","35.11","",""
"20/04/2020 17:00:00 - 20/04/2020 18:00:00","BZN|PL","Without Sequence","33.80","",""
"20/04/2020 18:00:00 - 20/04/2020 19:00:00","BZN|PL","Without Sequence","35.30","",""
"20/04/2020 19:00:00 - 20/04/2020 20:00:00","BZN|PL","Without Sequence","37.59","",""
"20/04/2020 20:00:00 - 20/04/2020 21:00:00","BZN|PL","Without Sequence","38.55","",""
"20/04/2020 21:00:00 - 20/04/2020 22:00:00","BZN|PL","Without Sequence","36.03","",""
"20/04/2020 22:00:00 - 20/04/2020 23:00:00","BZN|PL","Without Sequence","35.91","",""
"20/04/2020 23:00:00 - 21/04/2020 00:00:00","BZN|PL","Without Sequence","30.76","",""
"21/04/2020 00:00:00 - 21/04/2020 01:00:00","BZN|PL","Without Sequence","34.36","",""
"21/04/2020 01:00:00 - 21/04/2020 02:00:00","BZN|PL","Without Sequence","34.36","",""
"21/04/2020 02:00:00 - 21/04/2020 03:00:00","BZN|PL","Without Sequence","34.28","",""
"21/04/2020 03:00:00 - 21/04/2020 04:00:00","BZN|PL","Without Sequence","33.45","",""
"21/04/2020 04:00:00 - 21/04/2020 05:00:00","BZN|PL","Without Sequence","33.66","",""
"21/04/2020 05:00:00 - 21/04/2020 06:00:00","BZN|PL","Without Sequence","33.36","",""
"21/04/2020 06:00:00 - 21/04/2020 07:00:00","BZN|PL","Without Sequence","34.50","",""
"21/04/2020 07:00:00 - 21/04/2020 08:00:00","BZN|PL","Without Sequence","39.65","",""
"21/04/2020 08:00:00 - 21/04/2020 09:00:00","BZN|PL","Without Sequence","40.69","",""
"21/04/2020 09:00:00 - 21/04/2020 10:00:00","BZN|PL","Without Sequence","39.83","",""
"21/04/2020 10:00:00 - 21/04/2020 11:00:00","BZN|PL","Without Sequence","40.25","",""
"21/04/2020 11:00:00 - 21/04/2020 12:00:00","BZN|PL","Without Sequence","40.56","",""
"21/04/2020 12:00:00 - 21/04/2020 13:00:00","BZN|PL","Without Sequence","39.83","",""
"21/04/2020 13:00:00 - 21/04/2020 14:00:00","BZN|PL","Without Sequence","39.83","",""
"21/04/2020 14:00:00 - 21/04/2020 15:00:00","BZN|PL","Without Sequence","38.37","",""
"21/04/2020 15:00:00 - 21/04/2020 16:00:00","BZN|PL","Without Sequence","37.76","",""
"21/04/2020 16:00:00 - 21/04/2020 17:00:00","BZN|PL","Without Sequence","37.69","",""
"21/04/2020 17:00:00 - 21/04/2020 18:00:00","BZN|PL","Without Sequence","37.68","",""
"21/04/2020 18:00:00 - 21/04/2020 19:00:00","BZN|PL","Without Sequence","35.01","",""
"21/04/2020 19:00:00 - 21/04/2020 20:00:00","BZN|PL","Without Sequence","37.99","",""
"21/04/2020 20:00:00 - 21/04/2020 21:00:00","BZN|PL","Without Sequence","38.54","",""
"21/04/2020 21:00:00 - 21/04/2020 22:00:00","BZN|PL","Without Sequence","35.07","",""
"21/04/2020 22:00:00 - 21/04/2020 23:00:00","BZN|PL","Without Sequence","35.71","",""
"21/04/2020 23:00:00 - 22/04/2020 00:00:00","BZN|PL","Without Sequence","32.45","",""
"22/04/2020 00:00:00 - 22/04/2020 01:00:00","BZN|PL","Without Sequence","32.79","",""
"22/04/2020 01:00:00 - 22/04/2020 02:00:00","BZN|PL","Without Sequence","32.72","",""
"22/04/2020 02:00:00 - 22/04/2020 03:00:00","BZN|PL","Without Sequence","33.07","",""
"22/04/2020 03:00:00 - 22/04/2020 04:00:00","BZN|PL","Without Sequence","32.34","",""
"22/04/2020 04:00:00 - 22/04/2020 05:00:00","BZN|PL","Without Sequence","31.96","",""
"22/04/2020 05:00:00 - 22/04/2020 06:00:00","BZN|PL","Without Sequence","32.74","",""
"22/04/2020 06:00:00 - 22/04/2020 07:00:00","BZN|PL","Without Sequence","40.91","",""
"22/04/2020 07:00:00 - 22/04/2020 08:00:00","BZN|PL","Without Sequence","38.74","",""
"22/04/2020 08:00:00 - 22/04/2020 09:00:00","BZN|PL","Without Sequence","40.92","",""
"22/04/2020 09:00:00 - 22/04/2020 10:00:00","BZN|PL","Without Sequence","40.75","",""
"22/04/2020 10:00:00 - 22/04/2020 11:00:00","BZN|PL","Without Sequence","41.26","",""
"22/04/2020 11:00:00 - 22/04/2020 12:00:00","BZN|PL","Without Sequence","41.26","",""
"22/04/2020 12:00:00 - 22/04/2020 13:00:00","BZN|PL","Without Sequence","41.26","",""
"22/04/2020 13:00:00 - 22/04/2020 14:00:00","BZN|PL","Without Sequence","40.99","",""
"22/04/2020 14:00:00 - 22/04/2020 15:00:00","BZN|PL","Without Sequence","36.00","",""
"22/04/2020 15:00:00 - 22/04/2020 16:00:00","BZN|PL","Without Sequence","36.75","",""
"22/04/2020 16:00:00 - 22/04/2020 17:00:00","BZN|PL","Without Sequence","37.66","",""
"22/04/2020 17:00:00 - 22/04/2020 18:00:00","BZN|PL","Without Sequence","37.52","",""
"22/04/2020 18:00:00 - 22/04/2020 19:00:00","BZN|PL","Without Sequence","37.32","",""
"22/04/2020 19:00:00 - 22/04/2020 20:00:00","BZN|PL","Without Sequence","40.76","",""
"22/04/2020 20:00:00 - 22/04/2020 21:00:00","BZN|PL","Without Sequence","42.26","",""
"22/04/2020 21:00:00 - 22/04/2020 22:00:00","BZN|PL","Without Sequence","37.55","",""
"22/04/2020 22:00:00 - 22/04/2020 23:00:00","BZN|PL","Without Sequence","35.16","",""
"22/04/2020 23:00:00 - 23/04/2020 00:00:00","BZN|PL","Without Sequence","32.30","",""
"23/04/2020 00:00:00 - 23/04/2020 01:00:00","BZN|PL","Without Sequence","32.73","",""
"23/04/2020 01:00:00 - 23/04/2020 02:00:00","BZN|PL","Without Sequence","32.59","",""
"23/04/2020 02:00:00 - 23/04/2020 03:00:00","BZN|PL","Without Sequence","32.34","",""
"23/04/2020 03:00:00 - 23/04/2020 04:00:00","BZN|PL","Without Sequence","32.40","",""
"23/04/2020 04:00:00 - 23/04/2020 05:00:00","BZN|PL","Without Sequence","32.02","",""
"23/04/2020 05:00:00 - 23/04/2020 06:00:00","BZN|PL","Without Sequence","30.86","",""
"23/04/2020 06:00:00 - 23/04/2020 07:00:00","BZN|PL","Without Sequence","37.57","",""
"23/04/2020 07:00:00 - 23/04/2020 08:00:00","BZN|PL","Without Sequence","42.03","",""
"23/04/2020 08:00:00 - 23/04/2020 09:00:00","BZN|PL","Without Sequence","41.24","",""
"23/04/2020 09:00:00 - 23/04/2020 10:00:00","BZN|PL","Without Sequence","41.47","",""
"23/04/2020 10:00:00 - 23/04/2020 11:00:00","BZN|PL","Without Sequence","41.44","",""
"23/04/2020 11:00:00 - 23/04/2020 12:00:00","BZN|PL","Without Sequence","41.26","",""
"23/04/2020 12:00:00 - 23/04/2020 13:00:00","BZN|PL","Without Sequence","38.92","",""
"23/04/2020 13:00:00 - 23/04/2020 14:00:00","BZN|PL","Without Sequence","36.87","",""
"23/04/2020 14:00:00 - 23/04/2020 15:00:00","BZN|PL","Without Sequence","35.41","",""
"23/04/2020 15:00:00 - 23/04/2020 16:00:00","BZN|PL","Without Sequence","35.29","",""
"23/04/2020 16:00:00 - 23/04/2020 17:00:00","BZN|PL","Without Sequence","35.89","",""
"23/04/2020 17:00:00 - 23/04/2020 18:00:00","BZN|PL","Without Sequence","35.34","",""
"23/04/2020 18:00:00 - 23/04/2020 19:00:00","BZN|PL","Without Sequence","40.47","",""
"23/04/2020 19:00:00 - 23/04/2020 20:00:00","BZN|PL","Without Sequence","57.31","",""
"23/04/2020 20:00:00 - 23/04/2020 21:00:00","BZN|PL","Without Sequence","61.58","",""
"23/04/2020 21:00:00 - 23/04/2020 22:00:00","BZN|PL","Without Sequence","47.94","",""
"23/04/2020 22:00:00 - 23/04/2020 23:00:00","BZN|PL","Without Sequence","45.21","",""
"23/04/2020 23:00:00 - 24/04/2020 00:00:00","BZN|PL","Without Sequence","32.94","",""
"24/04/2020 00:00:00 - 24/04/2020 01:00:00","BZN|PL","Without Sequence","33.87","",""
"24/04/2020 01:00:00 - 24/04/2020 02:00:00","BZN|PL","Without Sequence","33.33","",""
"24/04/2020 02:00:00 - 24/04/2020 03:00:00","BZN|PL","Without Sequence","33.34","",""
"24/04/2020 03:00:00 - 24/04/2020 04:00:00","BZN|PL","Without Sequence","33.32","",""
"24/04/2020 04:00:00 - 24/04/2020 05:00:00","BZN|PL","Without Sequence","33.20","",""
"24/04/2020 05:00:00 - 24/04/2020 06:00:00","BZN|PL","Without Sequence","32.97","",""
"24/04/2020 06:00:00 - 24/04/2020 07:00:00","BZN|PL","Without Sequence","40.26","",""
"24/04/2020 07:00:00 - 24/04/2020 08:00:00","BZN|PL","Without Sequence","36.99","",""
"24/04/2020 08:00:00 - 24/04/2020 09:00:00","BZN|PL","Without Sequence","42.88","",""
"24/04/2020 09:00:00 - 24/04/2020 10:00:00","BZN|PL","Without Sequence","44.10","",""
"24/04/2020 10:00:00 - 24/04/2020 11:00:00","BZN|PL","Without Sequence","42.87","",""
"24/04/2020 11:00:00 - 24/04/2020 12:00:00","BZN|PL","Without Sequence","42.07","",""
"24/04/2020 12:00:00 - 24/04/2020 13:00:00","BZN|PL","Without Sequence","38.48","",""
"24/04/2020 13:00:00 - 24/04/2020 14:00:00","BZN|PL","Without Sequence","40.69","",""
"24/04/2020 14:00:00 - 24/04/2020 15:00:00","BZN|PL","Without Sequence","32.99","",""
"24/04/2020 15:00:00 - 24/04/2020 16:00:00","BZN|PL","Without Sequence","33.60","",""
"24/04/2020 16:00:00 - 24/04/2020 17:00:00","BZN|PL","Without Sequence","36.07","",""
"24/04/2020 17:00:00 - 24/04/2020 18:00:00","BZN|PL","Without Sequence","35.85","",""
"24/04/2020 18:00:00 - 24/04/2020 19:00:00","BZN|PL","Without Sequence","38.44","",""
"24/04/2020 19:00:00 - 24/04/2020 20:00:00","BZN|PL","Without Sequence","39.79","",""
"24/04/2020 20:00:00 - 24/04/2020 21:00:00","BZN|PL","Without Sequence","37.19","",""
"24/04/2020 21:00:00 - 24/04/2020 22:00:00","BZN|PL","Without Sequence","36.43","",""
"24/04/2020 22:00:00 - 24/04/2020 23:00:00","BZN|PL","Without Sequence","39.74","",""
"24/04/2020 23:00:00 - 25/04/2020 00:00:00","BZN|PL","Without Sequence","34.11","",""
"25/04/2020 00:00:00 - 25/04/2020 01:00:00","BZN|PL","Without Sequence","34.02","",""
"25/04/2020 01:00:00 - 25/04/2020 02:00:00","BZN|PL","Without Sequence","33.46","",""
"25/04/2020 02:00:00 - 25/04/2020 03:00:00","BZN|PL","Without Sequence","33.32","",""
"25/04/2020 03:00:00 - 25/04/2020 04:00:00","BZN|PL","Without Sequence","33.02","",""
"25/04/2020 04:00:00 - 25/04/2020 05:00:00","BZN|PL","Without Sequence","32.27","",""
"25/04/2020 05:00:00 - 25/04/2020 06:00:00","BZN|PL","Without Sequence","30.35","",""
"25/04/2020 06:00:00 - 25/04/2020 07:00:00","BZN|PL","Without Sequence","32.11","",""
"25/04/2020 07:00:00 - 25/04/2020 08:00:00","BZN|PL","Without Sequence","33.53","",""
"25/04/2020 08:00:00 - 25/04/2020 09:00:00","BZN|PL","Without Sequence","33.82","",""
"25/04/2020 09:00:00 - 25/04/2020 10:00:00","BZN|PL","Without Sequence","33.53","",""
"25/04/2020 10:00:00 - 25/04/2020 11:00:00","BZN|PL","Without Sequence","33.99","",""
"25/04/2020 11:00:00 - 25/04/2020 12:00:00","BZN|PL","Without Sequence","34.08","",""
"25/04/2020 12:00:00 - 25/04/2020 13:00:00","BZN|PL","Without Sequence","34.25","",""
"25/04/2020 13:00:00 - 25/04/2020 14:00:00","BZN|PL","Without Sequence","34.96","",""
"25/04/2020 14:00:00 - 25/04/2020 15:00:00","BZN|PL","Without Sequence","36.42","",""
"25/04/2020 15:00:00 - 25/04/2020 16:00:00","BZN|PL","Without Sequence","35.39","",""
"25/04/2020 16:00:00 - 25/04/2020 17:00:00","BZN|PL","Without Sequence","34.18","",""
"25/04/2020 17:00:00 - 25/04/2020 18:00:00","BZN|PL","Without Sequence","35.04","",""
"25/04/2020 18:00:00 - 25/04/2020 19:00:00","BZN|PL","Without Sequence","37.31","",""
"25/04/2020 19:00:00 - 25/04/2020 20:00:00","BZN|PL","Without Sequence","35.41","",""
"25/04/2020 20:00:00 - 25/04/2020 21:00:00","BZN|PL","Without Sequence","43.15","",""
"25/04/2020 21:00:00 - 25/04/2020 22:00:00","BZN|PL","Without Sequence","33.62","",""
"25/04/2020 22:00:00 - 25/04/2020 23:00:00","BZN|PL","Without Sequence","33.53","",""
"25/04/2020 23:00:00 - 26/04/2020 00:00:00","BZN|PL","Without Sequence","32.24","",""
"26/04/2020 00:00:00 - 26/04/2020 01:00:00","BZN|PL","Without Sequence","34.29","",""
"26/04/2020 01:00:00 - 26/04/2020 02:00:00","BZN|PL","Without Sequence","34.29","",""
"26/04/2020 02:00:00 - 26/04/2020 03:00:00","BZN|PL","Without Sequence","33.51","",""
"26/04/2020 03:00:00 - 26/04/2020 04:00:00","BZN|PL","Without Sequence","33.23","",""
"26/04/2020 04:00:00 - 26/04/2020 05:00:00","BZN|PL","Without Sequence","32.91","",""
"26/04/2020 05:00:00 - 26/04/2020 06:00:00","BZN|PL","Without Sequence","31.42","",""
"26/04/2020 06:00:00 - 26/04/2020 07:00:00","BZN|PL","Without Sequence","31.27","",""
"26/04/2020 07:00:00 - 26/04/2020 08:00:00","BZN|PL","Without Sequence","34.22","",""
"26/04/2020 08:00:00 - 26/04/2020 09:00:00","BZN|PL","Without Sequence","34.32","",""
"26/04/2020 09:00:00 - 26/04/2020 10:00:00","BZN|PL","Without Sequence","35.25","",""
"26/04/2020 10:00:00 - 26/04/2020 11:00:00","BZN|PL","Without Sequence","37.02","",""
"26/04/2020 11:00:00 - 26/04/2020 12:00:00","BZN|PL","Without Sequence","38.22","",""
"26/04/2020 12:00:00 - 26/04/2020 13:00:00","BZN|PL","Without Sequence","39.76","",""
"26/04/2020 13:00:00 - 26/04/2020 14:00:00","BZN|PL","Without Sequence","42.39","",""
"26/04/2020 14:00:00 - 26/04/2020 15:00:00","BZN|PL","Without Sequence","38.67","",""
"26/04/2020 15:00:00 - 26/04/2020 16:00:00","BZN|PL","Without Sequence","35.99","",""
"26/04/2020 16:00:00 - 26/04/2020 17:00:00","BZN|PL","Without Sequence","35.68","",""
"26/04/2020 17:00:00 - 26/04/2020 18:00:00","BZN|PL","Without Sequence","34.30","",""
